EmployeeID,Age,BusinessTravel,MonthlyIncome,JobSatisfaction,Bonus,Department,DistanceFromHome,Education,EducationField,EnvSatisfaction,Gender,JobRole,MaritalStatus,PerformanceRating,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,OverTime,Attrition
889,32,Travel_Frequently,6524,2,19572,Sales,5,2,Life Sciences,2,Male,Sales Executive,Married,3,3,10,5,No,No
893,38,Travel_Rarely,2899,2,8697,Sales,9,3,Marketing,2,Male,Sales Representative,Married,3,3,2,1,No,No
894,42,Travel_Rarely,5231,4,15693,Research & Development,3,3,Life Sciences,3,Female,Laboratory Technician,Married,3,1,5,1,Yes,No
895,31,Travel_Rarely,2356,4,7068,Research & Development,11,4,Life Sciences,4,Male,Research Scientist,Married,3,2,6,0,Yes,No
896,29,Travel_Rarely,2800,3,8400,Sales,1,3,Medical,2,Female,Sales Representative,Divorced,3,3,3,0,Yes,Yes
897,53,Travel_Rarely,11836,4,35508,Sales,8,3,Marketing,1,Male,Sales Executive,Married,3,3,2,2,No,No
899,35,Travel_Rarely,10903,2,32709,Research & Development,25,3,Technical Degree,4,Male,Manufacturing Director,Married,3,2,13,4,No,No
900,37,Travel_Frequently,2973,4,8919,Sales,21,2,Medical,3,Female,Sales Representative,Married,3,3,5,0,No,No
901,53,Travel_Rarely,14275,4,42825,Research & Development,23,4,Life Sciences,4,Female,Research Director,Single,3,0,12,3,No,No
902,43,Travel_Frequently,5562,4,16686,Research & Development,1,3,Life Sciences,4,Female,Healthcare Representative,Married,3,2,5,2,No,No
903,47,Travel_Rarely,4537,4,18148,Sales,2,2,Marketing,3,Female,Sales Executive,Married,4,2,7,7,Yes,No
904,37,Non-Travel,7642,2,22926,Sales,19,2,Medical,1,Male,Sales Executive,Single,3,2,10,0,Yes,No
905,50,Non-Travel,17924,1,53772,Research & Development,2,4,Life Sciences,1,Male,Manager,Divorced,3,3,31,14,No,No
909,39,Travel_Rarely,5204,4,15612,Human Resources,2,3,Life Sciences,4,Female,Human Resources,Married,3,2,5,0,No,No
910,33,Travel_Rarely,2277,2,6831,Human Resources,3,2,Human Resources,4,Male,Human Resources,Divorced,3,4,4,0,Yes,No
911,32,Travel_Rarely,2795,4,11180,Research & Development,25,4,Life Sciences,1,Male,Laboratory Technician,Single,4,2,1,0,Yes,Yes
912,29,Travel_Rarely,2532,4,7596,Research & Development,7,1,Medical,1,Female,Laboratory Technician,Divorced,3,5,4,0,No,No
913,44,Travel_Rarely,2559,1,7677,Research & Development,9,2,Life Sciences,2,Male,Research Scientist,Married,3,0,8,7,Yes,No
916,28,Travel_Rarely,4908,4,14724,Sales,5,4,Medical,1,Male,Sales Executive,Single,3,3,4,0,No,No
918,58,Travel_Frequently,2380,4,7140,Research & Development,2,1,Life Sciences,4,Male,Laboratory Technician,Divorced,3,3,1,0,Yes,Yes
920,43,Travel_Rarely,4765,2,19060,Research & Development,8,3,Life Sciences,1,Female,Manufacturing Director,Divorced,4,2,1,0,No,No
922,20,Travel_Rarely,2044,3,6132,Sales,2,3,Medical,3,Female,Sales Representative,Single,3,3,2,0,No,Yes
923,21,Travel_Rarely,2693,4,8079,Research & Development,18,1,Other,4,Female,Research Scientist,Single,3,3,1,0,No,Yes
924,36,Travel_Rarely,6586,4,19758,Research & Development,14,1,Life Sciences,3,Male,Healthcare Representative,Married,3,2,16,4,Yes,No
925,47,Travel_Rarely,3294,4,9882,Sales,2,4,Life Sciences,4,Female,Sales Representative,Single,3,3,3,1,Yes,No
926,22,Travel_Rarely,4171,3,12513,Research & Development,3,1,Life Sciences,2,Female,Manufacturing Director,Married,3,3,3,0,Yes,Yes
927,41,Travel_Rarely,2778,4,8334,Research & Development,2,4,Life Sciences,2,Female,Laboratory Technician,Divorced,3,1,7,1,Yes,Yes
930,28,Travel_Rarely,2377,3,7131,Research & Development,9,3,Medical,3,Female,Research Scientist,Divorced,3,2,2,2,No,No
932,39,Travel_Rarely,2404,1,9616,Research & Development,6,3,Medical,4,Male,Laboratory Technician,Married,4,2,2,2,Yes,Yes
933,27,Travel_Rarely,2318,3,6954,Research & Development,4,3,Life Sciences,2,Female,Research Scientist,Single,3,2,1,0,No,No
934,34,Travel_Rarely,2008,2,6024,Research & Development,10,3,Life Sciences,2,Male,Laboratory Technician,Divorced,3,3,1,1,No,No
936,42,Travel_Rarely,6244,3,18732,Sales,14,2,Medical,3,Female,Sales Executive,Single,3,6,5,0,No,No
939,33,Travel_Rarely,2799,1,8397,Research & Development,1,4,Other,3,Male,Research Scientist,Single,3,1,3,0,Yes,No
940,58,Travel_Rarely,10552,2,31656,Research & Development,5,3,Technical Degree,3,Female,Healthcare Representative,Divorced,3,3,6,0,Yes,No
941,31,Travel_Rarely,2329,3,6987,Sales,7,4,Life Sciences,2,Male,Sales Representative,Married,3,2,7,5,No,No
942,35,Travel_Rarely,4014,4,16056,Research & Development,21,1,Life Sciences,4,Female,Healthcare Representative,Married,4,2,10,0,Yes,No
944,49,Travel_Rarely,7403,2,22209,Research & Development,8,2,Other,1,Female,Laboratory Technician,Married,3,3,26,1,No,No
945,48,Travel_Rarely,2259,3,6777,Research & Development,20,4,Medical,4,Male,Research Scientist,Married,3,2,0,0,No,No
947,31,Non-Travel,6932,3,20796,Sales,20,2,Marketing,4,Female,Sales Executive,Married,3,2,9,0,No,No
949,36,Travel_Rarely,4678,4,14034,Research & Development,7,4,Other,2,Male,Research Scientist,Single,3,6,6,0,No,No
950,38,Travel_Rarely,13582,1,40746,Research & Development,1,3,Technical Degree,4,Female,Research Director,Married,3,3,15,5,No,No
951,32,Non-Travel,2332,2,9328,Research & Development,1,3,Life Sciences,3,Female,Laboratory Technician,Married,4,3,3,0,No,No
952,25,Travel_Rarely,2413,2,7239,Sales,19,2,Marketing,3,Male,Sales Representative,Married,3,2,1,0,Yes,Yes
954,40,Travel_Rarely,9705,2,29115,Sales,10,4,Marketing,1,Male,Sales Executive,Divorced,3,2,1,0,No,No
956,26,Travel_Frequently,4294,1,12882,Sales,1,3,Medical,3,Male,Sales Executive,Single,3,2,7,0,No,No
957,41,Travel_Rarely,4721,1,14163,Research & Development,6,3,Medical,4,Male,Laboratory Technician,Single,3,3,18,2,Yes,No
958,36,Travel_Rarely,2519,3,10076,Research & Development,2,4,Medical,3,Male,Laboratory Technician,Single,4,6,11,3,No,No
959,19,Travel_Rarely,2121,2,6363,Sales,21,3,Other,4,Male,Sales Representative,Single,3,3,1,0,Yes,Yes
960,20,Travel_Rarely,2973,1,8919,Research & Development,4,3,Technical Degree,1,Male,Laboratory Technician,Single,3,2,1,0,No,Yes
961,31,Travel_Rarely,5855,4,17565,Research & Development,12,3,Medical,4,Female,Healthcare Representative,Married,3,2,9,8,Yes,No
964,40,Travel_Frequently,3617,2,10851,Research & Development,9,4,Medical,4,Male,Research Scientist,Divorced,3,2,1,0,Yes,No
966,32,Travel_Rarely,6725,1,20175,Research & Development,3,4,Medical,3,Female,Manufacturing Director,Married,3,2,8,6,No,No
967,36,Travel_Rarely,10325,4,30975,Sales,3,1,Life Sciences,3,Male,Sales Executive,Married,3,6,16,3,Yes,Yes
969,33,Travel_Rarely,6949,4,20847,Research & Development,1,3,Life Sciences,2,Female,Healthcare Representative,Single,3,3,5,1,No,No
970,37,Travel_Rarely,10609,3,31827,Sales,1,4,Life Sciences,1,Male,Sales Executive,Married,3,2,14,11,No,Yes
972,45,Non-Travel,4447,2,13341,Research & Development,4,2,Life Sciences,3,Male,Laboratory Technician,Married,3,5,9,0,No,No
974,29,Travel_Frequently,2157,4,6471,Sales,20,3,Technical Degree,3,Female,Sales Representative,Married,3,5,3,0,No,No
975,35,Travel_Rarely,4601,3,13803,Sales,18,3,Medical,3,Female,Sales Executive,Married,3,3,5,1,No,No
976,52,Travel_Rarely,17099,4,51297,Research & Development,1,2,Life Sciences,4,Male,Manager,Married,3,2,9,7,No,No
977,58,Travel_Rarely,2479,3,9916,Research & Development,2,3,Technical Degree,4,Male,Research Scientist,Single,4,4,1,0,No,Yes
981,53,Travel_Rarely,14852,3,44556,Sales,2,2,Medical,3,Male,Manager,Divorced,3,3,17,15,No,No
982,30,Travel_Rarely,7264,3,21792,Sales,8,2,Other,3,Male,Sales Executive,Divorced,3,2,8,7,No,No
983,38,Non-Travel,5666,4,16998,Sales,10,3,Technical Degree,3,Female,Sales Executive,Single,3,1,5,1,Yes,No
984,35,Travel_Rarely,7823,4,23469,Sales,3,4,Life Sciences,4,Male,Sales Executive,Divorced,3,2,10,0,No,No
985,39,Travel_Rarely,7880,3,23640,Sales,2,5,Life Sciences,1,Male,Sales Executive,Single,3,3,8,0,No,No
986,40,Non-Travel,13194,2,39582,Sales,24,3,Life Sciences,2,Female,Sales Executive,Single,3,2,1,0,Yes,Yes
987,47,Travel_Frequently,5067,3,15201,Research & Development,16,4,Medical,3,Male,Manufacturing Director,Divorced,3,3,19,2,Yes,No
990,36,Non-Travel,5079,4,15237,Sales,8,4,Technical Degree,1,Male,Sales Executive,Divorced,3,3,7,0,No,No
991,31,Non-Travel,2321,1,9284,Research & Development,9,2,Medical,3,Male,Research Scientist,Single,4,0,3,1,Yes,Yes
992,33,Non-Travel,17444,3,52332,Sales,17,3,Life Sciences,4,Male,Manager,Single,3,2,10,6,No,No
994,29,Travel_Rarely,2404,1,9616,Research & Development,10,3,Life Sciences,4,Female,Research Scientist,Single,4,5,0,0,Yes,Yes
995,33,Travel_Rarely,3452,4,10356,Research & Development,13,1,Life Sciences,2,Female,Research Scientist,Single,3,4,3,0,No,No
996,45,Travel_Rarely,2270,4,6810,Research & Development,1,4,Medical,4,Female,Laboratory Technician,Divorced,3,2,5,0,No,No
997,50,Travel_Rarely,17399,4,69596,Research & Development,1,2,Medical,4,Male,Research Director,Divorced,4,1,5,1,No,No
998,33,Travel_Frequently,5488,2,16464,Research & Development,1,4,Other,3,Female,Healthcare Representative,Married,3,2,6,1,Yes,No
999,41,Travel_Frequently,19419,3,58257,Research & Development,9,3,Medical,1,Male,Research Director,Divorced,3,2,18,0,No,No
1001,27,Travel_Rarely,2811,2,8433,Research & Development,16,4,Technical Degree,3,Female,Laboratory Technician,Married,3,2,2,2,No,No
1002,45,Non-Travel,3633,1,10899,Research & Development,23,2,Life Sciences,4,Male,Laboratory Technician,Married,3,2,9,0,Yes,No
1003,47,Travel_Rarely,4163,4,12489,Sales,4,2,Life Sciences,4,Female,Sales Executive,Single,3,0,9,0,Yes,No
1004,30,Travel_Rarely,2132,3,6396,Research & Development,22,3,Life Sciences,1,Female,Research Scientist,Married,3,2,5,0,Yes,Yes
1005,50,Travel_Rarely,13973,3,41919,Research & Development,24,3,Life Sciences,4,Male,Manufacturing Director,Married,3,2,12,1,Yes,No
1006,38,Travel_Frequently,2684,3,8052,Research & Development,10,1,Medical,3,Male,Research Scientist,Married,3,0,2,0,No,No
1007,46,Travel_Rarely,10845,3,32535,Research & Development,7,2,Medical,4,Male,Manufacturing Director,Divorced,3,3,8,0,No,No
1009,24,Travel_Rarely,4377,3,13131,Research & Development,17,1,Medical,4,Female,Manufacturing Director,Divorced,3,6,4,3,No,No
1010,35,Travel_Rarely,3743,2,14972,Research & Development,14,4,Other,3,Male,Laboratory Technician,Divorced,4,2,4,0,Yes,Yes
1011,31,Travel_Frequently,4148,1,12444,Research & Development,1,1,Life Sciences,3,Female,Manufacturing Director,Married,3,1,4,0,No,No
1012,18,Non-Travel,1051,4,3153,Research & Development,5,2,Life Sciences,2,Male,Research Scientist,Single,3,2,0,0,No,No
1013,54,Travel_Rarely,10739,3,32217,Research & Development,17,3,Technical Degree,3,Female,Manufacturing Director,Married,3,2,10,0,No,No
1014,35,Travel_Rarely,10388,3,31164,Research & Development,25,4,Medical,3,Female,Healthcare Representative,Divorced,3,3,16,10,Yes,No
1015,30,Travel_Rarely,11416,1,34248,Research & Development,8,2,Life Sciences,2,Female,Research Director,Married,3,4,8,1,Yes,No
1016,20,Travel_Rarely,2600,1,7800,Research & Development,11,3,Medical,4,Female,Research Scientist,Single,3,2,1,0,Yes,Yes
1017,30,Travel_Frequently,2422,2,7266,Research & Development,5,3,Medical,2,Female,Laboratory Technician,Single,3,3,3,1,No,Yes
1018,26,Travel_Rarely,5472,4,16416,Research & Development,2,2,Medical,4,Male,Manufacturing Director,Married,3,2,8,1,No,No
1019,22,Travel_Rarely,2451,1,7353,Research & Development,8,1,Life Sciences,2,Male,Laboratory Technician,Married,3,3,4,1,No,No
1022,48,Travel_Rarely,4240,3,12720,Research & Development,6,3,Life Sciences,1,Male,Healthcare Representative,Single,3,0,2,2,No,No
1024,48,Travel_Rarely,10999,3,32997,Research & Development,4,4,Life Sciences,3,Male,Healthcare Representative,Single,3,3,15,4,No,No
1025,41,Travel_Rarely,5003,3,15009,Research & Development,7,2,Medical,4,Female,Manufacturing Director,Single,3,6,2,2,No,No
1026,39,Travel_Rarely,12742,4,38226,Research & Development,1,1,Life Sciences,4,Female,Manufacturing Director,Married,3,3,21,11,No,No
1027,27,Travel_Rarely,4227,4,12681,Research & Development,2,4,Life Sciences,1,Female,Manufacturing Director,Married,3,2,3,2,No,No
1028,35,Travel_Rarely,3917,4,15668,Research & Development,10,3,Other,2,Male,Laboratory Technician,Divorced,4,4,3,1,No,No
1029,42,Travel_Rarely,18303,3,54909,Sales,5,2,Marketing,4,Male,Manager,Married,3,3,1,0,No,No
1030,50,Travel_Rarely,2380,4,7140,Research & Development,9,3,Life Sciences,1,Male,Laboratory Technician,Married,3,5,1,0,No,No
1032,59,Travel_Rarely,13726,4,41178,Research & Development,2,3,Life Sciences,3,Female,Manufacturing Director,Single,3,4,5,4,Yes,No
1033,37,Travel_Rarely,4777,2,14331,Research & Development,11,2,Medical,1,Female,Healthcare Representative,Married,3,2,1,0,No,Yes
1034,55,Travel_Frequently,6385,2,19155,Research & Development,18,4,Medical,3,Male,Healthcare Representative,Married,3,3,8,6,Yes,No
1035,41,Non-Travel,19973,3,79892,Research & Development,7,1,Life Sciences,2,Female,Research Director,Divorced,4,3,21,5,No,No
1036,38,Travel_Rarely,6861,4,20583,Sales,3,4,Life Sciences,2,Male,Sales Executive,Single,3,1,1,0,Yes,No
1037,26,Non-Travel,4969,1,14907,Sales,29,2,Medical,2,Male,Sales Executive,Single,3,6,2,2,No,Yes
1038,52,Travel_Rarely,19845,4,59535,Sales,2,1,Marketing,1,Female,Manager,Married,3,3,32,6,No,Yes
1039,44,Travel_Rarely,13320,4,39960,Sales,28,3,Medical,4,Female,Sales Executive,Married,3,2,12,11,Yes,No
1040,50,Non-Travel,6347,3,19041,Sales,1,3,Life Sciences,4,Female,Sales Executive,Married,3,3,18,0,No,No
1042,36,Travel_Rarely,2743,1,8229,Research & Development,16,4,Life Sciences,3,Female,Laboratory Technician,Single,3,1,17,15,No,Yes
1043,39,Travel_Frequently,10880,1,32640,Research & Development,22,3,Medical,4,Female,Manufacturing Director,Single,3,2,21,2,Yes,No
1044,33,Non-Travel,2342,4,7026,Sales,8,1,Life Sciences,2,Female,Sales Representative,Single,3,2,2,2,No,No
1045,45,Travel_Rarely,17650,4,52950,Sales,11,2,Life Sciences,4,Female,Manager,Married,3,4,9,1,No,No
1046,32,Non-Travel,4025,3,12075,Research & Development,29,4,Medical,4,Female,Laboratory Technician,Single,3,2,8,7,No,No
1047,34,Travel_Rarely,9725,4,29175,Sales,1,4,Marketing,2,Male,Sales Executive,Divorced,3,2,15,0,No,No
1048,59,Travel_Rarely,11904,4,35712,Sales,1,2,Technical Degree,2,Male,Manager,Married,3,1,6,0,Yes,No
1049,45,Travel_Rarely,2177,2,6531,Human Resources,24,4,Medical,2,Male,Human Resources,Single,3,3,6,0,No,No
1050,53,Travel_Frequently,7525,2,22575,Sales,2,3,Marketing,3,Female,Sales Executive,Married,3,2,15,6,No,No
1052,36,Travel_Rarely,4834,3,14502,Research & Development,15,3,Other,1,Male,Laboratory Technician,Divorced,3,3,1,0,No,Yes
1053,26,Travel_Frequently,2042,1,6126,Research & Development,2,3,Life Sciences,1,Male,Research Scientist,Married,3,2,3,1,Yes,Yes
1055,34,Travel_Rarely,2220,3,6660,Sales,10,4,Life Sciences,3,Female,Sales Representative,Married,3,2,1,0,Yes,No
1056,28,Travel_Rarely,1052,2,4208,Sales,10,1,Medical,4,Male,Sales Representative,Married,4,5,1,0,No,No
1060,38,Travel_Frequently,2821,3,8463,Research & Development,3,4,Other,3,Male,Research Scientist,Married,3,2,2,2,No,No
1061,50,Travel_Rarely,19237,3,57711,Research & Development,2,4,Medical,2,Male,Research Director,Married,3,2,8,7,Yes,No
1062,37,Travel_Rarely,4107,2,12321,Research & Development,3,3,Other,4,Female,Healthcare Representative,Single,3,3,4,0,No,No
1066,40,Travel_Rarely,8396,1,25188,Sales,26,3,Marketing,3,Male,Sales Executive,Married,3,3,7,7,No,No
1068,26,Travel_Frequently,2007,3,6021,Research & Development,1,1,Medical,1,Female,Research Scientist,Divorced,3,5,5,1,No,No
1069,46,Travel_Rarely,19627,4,58881,Research & Development,1,4,Medical,4,Male,Research Director,Divorced,3,0,2,2,No,No
1070,54,Travel_Rarely,10686,3,32058,Sales,2,4,Life Sciences,3,Female,Sales Executive,Married,3,4,9,7,No,No
1071,56,Travel_Frequently,2942,3,8826,Research & Development,9,3,Medical,1,Female,Research Scientist,Married,3,4,5,0,No,No
1073,36,Travel_Rarely,8858,4,26574,Research & Development,12,5,Medical,4,Female,Manufacturing Director,Single,3,2,14,7,No,No
1074,55,Non-Travel,16756,1,50268,Research & Development,2,1,Medical,3,Male,Manager,Single,3,3,9,6,No,No
1076,43,Travel_Rarely,10798,4,32394,Sales,25,3,Medical,3,Male,Sales Executive,Divorced,3,5,1,0,No,No
1077,20,Travel_Frequently,2323,4,6969,Sales,9,3,Marketing,4,Female,Sales Representative,Single,3,3,2,0,Yes,Yes
1079,21,Travel_Rarely,1416,1,4248,Research & Development,10,3,Life Sciences,3,Female,Laboratory Technician,Single,3,6,1,1,No,Yes
1080,46,Travel_Rarely,4615,1,18460,Research & Development,8,4,Life Sciences,4,Female,Research Scientist,Divorced,4,2,16,1,Yes,No
1081,51,Travel_Rarely,2461,3,7383,Research & Development,4,4,Life Sciences,1,Male,Research Scientist,Married,3,2,10,2,Yes,Yes
1082,28,Non-Travel,8722,1,26166,Research & Development,24,2,Technical Degree,2,Male,Healthcare Representative,Single,3,2,10,1,No,Yes
1083,26,Travel_Rarely,3955,1,11865,Research & Development,1,2,Medical,1,Male,Laboratory Technician,Married,3,2,5,1,No,No
1084,30,Travel_Rarely,9957,1,29871,Research & Development,20,3,Other,3,Male,Manufacturing Director,Married,3,1,6,0,No,No
1085,41,Travel_Rarely,3376,3,10128,Research & Development,7,2,Technical Degree,2,Female,Research Scientist,Married,3,3,10,0,No,No
1088,38,Travel_Rarely,8823,3,26469,Research & Development,17,1,Life Sciences,3,Female,Healthcare Representative,Married,3,4,19,1,No,No
1092,40,Travel_Rarely,10322,4,41288,Research & Development,20,4,Technical Degree,1,Male,Healthcare Representative,Married,4,6,11,11,No,No
1094,27,Non-Travel,4621,3,13863,Research & Development,8,5,Life Sciences,1,Male,Laboratory Technician,Married,3,4,3,1,No,No
1096,55,Travel_Frequently,10976,2,32928,Research & Development,2,1,Life Sciences,4,Male,Manufacturing Director,Married,3,4,3,1,No,No
1097,28,Travel_Rarely,3660,3,10980,Research & Development,10,3,Other,3,Female,Research Scientist,Single,3,4,8,1,No,No
1098,44,Travel_Rarely,10482,1,31446,Human Resources,1,2,Medical,2,Male,Human Resources,Married,3,1,20,3,No,Yes
1099,33,Travel_Rarely,7119,4,21357,Research & Development,5,3,Life Sciences,4,Male,Healthcare Representative,Divorced,3,2,3,1,No,No
1100,35,Travel_Rarely,9582,1,38328,Sales,4,3,Technical Degree,4,Male,Sales Executive,Single,4,2,8,4,Yes,Yes
1101,33,Travel_Frequently,4508,3,18032,Research & Development,29,4,Medical,1,Female,Research Scientist,Single,4,4,13,3,No,Yes
1102,28,Travel_Rarely,2207,3,6621,Research & Development,15,2,Life Sciences,1,Male,Laboratory Technician,Divorced,3,5,4,2,No,No
1103,34,Travel_Frequently,7756,4,23268,Research & Development,3,1,Life Sciences,1,Male,Healthcare Representative,Single,3,1,6,0,No,No
1105,37,Travel_Rarely,6694,4,20082,Sales,10,4,Life Sciences,4,Female,Sales Executive,Divorced,3,5,1,0,Yes,No
1106,25,Travel_Rarely,3691,4,11073,Research & Development,4,1,Technical Degree,4,Male,Laboratory Technician,Married,3,3,7,5,Yes,Yes
1107,26,Travel_Rarely,2377,3,9508,Research & Development,21,3,Medical,1,Male,Laboratory Technician,Divorced,4,0,1,0,No,Yes
1108,33,Travel_Rarely,2313,2,9252,Research & Development,25,3,Medical,1,Male,Research Scientist,Single,4,0,2,2,Yes,Yes
1109,42,Travel_Rarely,17665,1,52995,Research & Development,2,2,Medical,4,Male,Manager,Married,3,3,22,13,No,No
1111,28,Travel_Frequently,2596,2,7788,Research & Development,1,3,Medical,1,Male,Laboratory Technician,Divorced,3,2,1,0,No,Yes
1113,50,Travel_Frequently,4728,3,14184,Sales,1,4,Other,4,Male,Sales Executive,Single,3,4,0,0,Yes,Yes
1114,33,Travel_Frequently,4302,2,12906,Sales,7,3,Life Sciences,4,Female,Sales Executive,Married,3,3,3,0,No,No
1115,34,Non-Travel,2979,4,8937,Research & Development,3,4,Life Sciences,3,Male,Research Scientist,Married,3,2,0,0,No,No
1116,48,Non-Travel,16885,4,67540,Research & Development,1,4,Medical,1,Male,Manager,Single,4,3,5,2,No,No
1117,45,Non-Travel,5593,3,16779,Sales,9,4,Life Sciences,2,Female,Sales Executive,Married,3,2,15,4,No,No
1118,52,Travel_Rarely,10445,2,31335,Research & Development,7,4,Life Sciences,2,Male,Healthcare Representative,Single,3,4,8,4,No,No
1119,38,Travel_Rarely,8740,3,26220,Sales,10,4,Marketing,3,Male,Sales Executive,Divorced,3,2,8,2,Yes,No
1120,29,Travel_Rarely,2514,4,10056,Research & Development,28,4,Life Sciences,3,Female,Research Scientist,Divorced,4,1,7,1,No,No
1121,28,Travel_Rarely,7655,2,22965,Research & Development,3,3,Medical,4,Female,Manufacturing Director,Divorced,3,3,9,1,No,No
1124,46,Travel_Rarely,17465,3,52395,Sales,3,1,Marketing,1,Male,Manager,Married,3,3,12,4,No,No
1125,38,Travel_Rarely,7351,2,22053,Sales,2,2,Marketing,4,Male,Sales Executive,Single,3,2,1,0,No,No
1126,43,Travel_Frequently,10820,1,32460,Research & Development,27,3,Life Sciences,3,Female,Manufacturing Director,Married,3,1,8,0,No,No
1127,39,Travel_Frequently,12169,4,36507,Research & Development,2,3,Life Sciences,1,Male,Healthcare Representative,Divorced,3,4,18,11,No,Yes
1128,40,Travel_Rarely,19626,3,58878,Research & Development,14,3,Medical,3,Male,Research Director,Single,3,2,20,4,No,No
1131,21,Travel_Rarely,2070,2,6210,Research & Development,1,1,Technical Degree,4,Female,Research Scientist,Single,3,6,2,2,Yes,No
1132,39,Non-Travel,6782,2,20346,Research & Development,9,3,Life Sciences,3,Male,Laboratory Technician,Single,3,2,5,0,No,No
1133,36,Non-Travel,7779,4,31116,Research & Development,18,4,Life Sciences,1,Male,Manufacturing Director,Single,4,0,11,0,No,No
1135,31,Travel_Frequently,2791,4,8373,Sales,20,3,Life Sciences,3,Male,Sales Representative,Married,3,4,2,2,No,No
1136,28,Travel_Rarely,3201,2,9603,Research & Development,2,1,Life Sciences,1,Male,Research Scientist,Married,3,2,5,0,No,No
1137,35,Travel_Frequently,4968,4,14904,Sales,11,2,Marketing,4,Male,Sales Executive,Divorced,3,3,5,0,No,No
1138,49,Travel_Rarely,13120,2,39360,Sales,8,4,Technical Degree,4,Male,Sales Executive,Married,3,3,9,2,No,No
1140,34,Travel_Frequently,4033,3,12099,Research & Development,2,2,Life Sciences,4,Male,Manufacturing Director,Single,3,3,3,0,No,No
1143,29,Travel_Frequently,3291,2,9873,Research & Development,10,3,Life Sciences,4,Female,Research Scientist,Divorced,3,2,7,1,No,No
1148,42,Travel_Rarely,4272,4,12816,Research & Development,29,3,Medical,2,Male,Laboratory Technician,Single,3,3,1,0,No,No
1150,29,Travel_Rarely,5056,4,15168,Research & Development,8,1,Medical,2,Male,Manufacturing Director,Married,3,2,10,1,Yes,No
1152,38,Travel_Rarely,2844,3,8532,Human Resources,1,3,Human Resources,3,Male,Human Resources,Married,3,2,7,5,No,No
1154,28,Travel_Frequently,2703,3,8109,Research & Development,6,3,Life Sciences,3,Male,Research Scientist,Divorced,3,2,3,0,Yes,No
1156,18,Non-Travel,1904,3,5712,Research & Development,8,1,Medical,3,Male,Laboratory Technician,Single,3,0,0,0,No,Yes
1157,33,Travel_Rarely,8224,1,24672,Sales,9,4,Marketing,1,Female,Sales Executive,Single,3,3,5,0,Yes,Yes
1158,41,Travel_Rarely,4766,4,14298,Research & Development,12,4,Life Sciences,2,Male,Laboratory Technician,Married,3,4,1,0,Yes,No
1160,31,Travel_Frequently,2610,3,7830,Research & Development,15,3,Medical,3,Male,Laboratory Technician,Married,3,5,2,2,No,Yes
1161,37,Travel_Rarely,5731,4,17193,Research & Development,25,2,Medical,3,Female,Healthcare Representative,Divorced,3,2,6,1,No,No
1162,27,Travel_Rarely,2539,3,7617,Research & Development,6,3,Life Sciences,4,Male,Research Scientist,Married,3,0,4,2,No,No
1163,34,Travel_Rarely,5714,3,22856,Sales,9,1,Life Sciences,2,Female,Sales Executive,Married,4,3,6,1,No,No
1164,35,Travel_Rarely,4323,3,12969,Human Resources,8,4,Technical Degree,3,Male,Human Resources,Single,3,2,5,1,No,No
1165,29,Travel_Rarely,7336,1,22008,Sales,23,1,Life Sciences,4,Female,Sales Executive,Married,3,3,11,3,No,Yes
1166,40,Travel_Frequently,13499,3,40497,Research & Development,9,4,Medical,2,Female,Research Director,Single,3,3,18,2,No,No
1167,42,Travel_Frequently,13758,1,41274,Sales,12,3,Life Sciences,3,Male,Sales Executive,Single,3,2,21,13,Yes,Yes
1171,42,Travel_Rarely,5155,1,15465,Sales,4,4,Marketing,2,Male,Sales Executive,Single,3,3,6,1,No,No
1172,35,Travel_Rarely,2258,3,6774,Research & Development,1,4,Medical,4,Male,Laboratory Technician,Married,3,2,8,1,No,No
1173,24,Travel_Rarely,3597,2,14388,Research & Development,24,3,Medical,4,Male,Laboratory Technician,Single,4,2,4,1,No,No
1175,28,Travel_Rarely,2515,4,7545,Research & Development,12,1,Life Sciences,3,Female,Laboratory Technician,Married,3,4,1,0,Yes,Yes
1177,26,Travel_Rarely,4420,4,17680,Research & Development,3,4,Medical,1,Male,Laboratory Technician,Married,4,2,8,0,No,No
1179,30,Travel_Rarely,6578,3,19734,Sales,10,3,Marketing,3,Male,Sales Executive,Married,3,3,10,1,No,No
1180,40,Travel_Frequently,4422,4,13266,Research & Development,26,2,Medical,3,Female,Research Scientist,Married,3,3,1,0,Yes,No
1182,35,Travel_Rarely,10274,2,30822,Research & Development,2,3,Life Sciences,3,Male,Manufacturing Director,Divorced,3,2,7,6,No,No
1184,34,Travel_Frequently,5343,1,21372,Research & Development,1,3,Medical,4,Male,Healthcare Representative,Single,4,3,13,4,No,No
1185,35,Travel_Frequently,2376,4,7128,Research & Development,4,4,Other,4,Male,Laboratory Technician,Married,3,2,2,2,No,No
1188,43,Travel_Rarely,5346,3,16038,Sales,9,3,Marketing,1,Female,Sales Executive,Single,3,2,4,1,No,Yes
1190,32,Non-Travel,2827,1,8481,Sales,2,1,Life Sciences,3,Female,Sales Representative,Divorced,3,3,1,0,No,No
1191,56,Travel_Rarely,19943,1,59829,Research & Development,4,4,Technical Degree,4,Female,Manager,Divorced,3,2,5,4,No,No
1192,29,Travel_Rarely,3131,4,9393,Research & Development,6,1,Medical,2,Female,Laboratory Technician,Married,3,5,10,0,No,No
